"","ID","Curso","Fecha_inicio","Fecha_fin","Estado","Puntuacion","Sexo","Fecha_registro","Ultimo_login","Fecha_nacimiento","Ciudad","Pais","Desempleado","Nivel_estudios","Tiempo_exp_laboral","Tiempo_reg_serv_emp","Tiempo_desemp","Edad","Tiempo_curso","Provincia"
"2503",16500,"Metodologias_Agiles_Lean",2019-12-06,2019-12-23,"Aprobado",92,"Hombre",2019-11-21,2019-12-23,1986-10-02,"ibarra","Ecuador","NO","Máster/Posgrado","Entre 6 y 12 meses",NA,NA,33.64,18,"Imbabura"
"2504",8649,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Mujer",2019-11-26,2019-11-26,1986-10-04,"quito","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.63,NA,"Pichincha"
"2505",11442,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Mujer",2019-11-22,2019-11-27,1986-10-11,"tena","Ecuador","NO","Máster/Posgrado",NA,NA,NA,33.61,NA,"Napo"
"2506",2155,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Mujer",2019-11-24,2019-11-24,1986-10-14,"quito","Ecuador","NO","Máster/Posgrado",NA,NA,NA,33.6,NA,"Pichincha"
"2507",10768,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Mujer",2019-11-22,2019-11-22,1986-10-14,"macas","Ecuador","NO","Grado",NA,NA,NA,33.6,NA,"Morona Santiago"
"2508",18628,"Emprendimiento",2019-11-24,NA,"Iniciado",0,"Mujer",2019-11-23,2019-12-09,1986-10-26,"sucua","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.57,NA,"Sucumbios"
"2509",18628,"Metodologias_Agiles_Lean",2019-12-09,NA,"Iniciado",0,"Mujer",2019-11-23,2019-12-09,1986-10-26,"sucua","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.57,NA,"Sucumbios"
"2510",17482,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Hombre",2019-09-25,2019-12-29,1986-10-27,"quito","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.57,NA,"Pichincha"
"2511",3729,"Metodologias_Agiles_Lean",2019-11-29,NA,"Iniciado",0,"Mujer",2019-11-23,2019-11-29,1986-10-28,"ibarra","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.56,NA,"Imbabura"
"2512",9732,"Marketing_digital",2019-05-13,NA,"Iniciado",0,"Hombre",2019-04-07,2019-08-18,1986-10-28,"atahualpa-manabí-ecuador","Ecuador","NO","Bachillerato","Más de 2 años","Más de 2 años","No tiene",33.56,NA,"Manabi"
"2513",9732,"Emprendimiento",2019-06-07,NA,"Iniciado",20,"Hombre",2019-04-07,2019-08-18,1986-10-28,"atahualpa-manabí-ecuador","Ecuador","NO","Bachillerato","Más de 2 años","Más de 2 años","No tiene",33.56,NA,"Manabi"
"2514",9732,"Growth_Hacking",2019-05-16,2019-05-23,"Aprobado",62,"Hombre",2019-04-07,2019-08-18,1986-10-28,"atahualpa-manabí-ecuador","Ecuador","NO","Bachillerato","Más de 2 años","Más de 2 años","No tiene",33.56,8,"Manabi"
"2515",9732,"Marketing_digital",2019-04-27,2019-05-04,"Aprobado",77,"Hombre",2019-04-07,2019-08-18,1986-10-28,"atahualpa-manabí-ecuador","Ecuador","NO","Bachillerato","Más de 2 años","Más de 2 años","No tiene",33.56,8,"Manabi"
"2516",9732,"TICs_basico",2019-04-16,NA,"Iniciado",0,"Hombre",2019-04-07,2019-08-18,1986-10-28,"atahualpa-manabí-ecuador","Ecuador","NO","Bachillerato","Más de 2 años","Más de 2 años","No tiene",33.56,NA,"Manabi"
"2517",9922,"Metodologias_Agiles_Lean",2019-11-27,2019-12-16,"Aprobado",93,"Hombre",2019-11-23,2019-12-17,1986-11-01,"quito","Ecuador","NO","Máster/Posgrado","Más de 2 años",NA,NA,33.55,20,"Pichincha"
"2518",7999,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Mujer",2019-11-19,2019-11-19,1986-11-08,"otavalo","Ecuador","NO","Licenciatura","Más de 2 años",NA,"No tiene",33.53,NA,"Imbabura"
"2519",609,"Metodologias_Agiles_Lean",2019-12-09,2019-12-22,"Aprobado",92,"Mujer",2019-11-21,2019-12-22,1986-11-23,"ibarra","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.49,14,"Imbabura"
"2520",18597,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Mujer",2019-11-22,2019-11-22,1986-11-24,"archidona","Ecuador","NO","Licenciatura","Más de 2 años",NA,"No tiene",33.49,NA,"Napo"
"2521",604,"Metodologias_Agiles_Lean",2019-11-30,2019-12-22,"Aprobado",98,"Mujer",2019-11-22,2019-12-22,1986-12-01,"atuntaqui","Ecuador","NO","Licenciatura","Más de 2 años","No tiene","No tiene",33.47,23,"Imbabura"
"2522",7655,"Introduccion_Machine_Learning",NA,NA,"No iniciado",NA,"Mujer",2018-11-27,2018-12-06,1986-12-07,"guayaquil","Ecuador","SI","Licenciatura","Más de 2 años",NA,"Entre 1 y 2 años",33.45,NA,"Guayas"
"2523",12831,"Wordpress",2019-10-10,2019-10-16,"Aprobado",100,"Mujer",2019-09-24,2020-03-26,1986-12-13,"orellana-loreto","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.44,7,"Orellana"
"2524",12831,"Creacion_android_apps",NA,NA,"No iniciado",NA,"Mujer",2019-09-24,2020-03-26,1986-12-13,"orellana-loreto","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.44,NA,"Orellana"
"2525",12831,"Emprendimiento",2019-10-02,2019-10-08,"Aprobado",86,"Mujer",2019-09-24,2020-03-26,1986-12-13,"orellana-loreto","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.44,7,"Orellana"
"2526",12831,"Metodologias_Agiles_Lean",2019-12-03,2019-12-12,"Aprobado",95,"Mujer",2019-09-24,2020-03-26,1986-12-13,"orellana-loreto","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.44,10,"Orellana"
"2527",12831,"Introduccion_Machine_Learning",2020-01-02,2020-01-20,"Aprobado",60,"Mujer",2019-09-24,2020-03-26,1986-12-13,"orellana-loreto","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.44,19,"Orellana"
"2528",4672,"Metodologias_Agiles_Lean",2019-11-11,2019-12-23,"Aprobado",90,"Hombre",2019-09-24,2019-12-22,1986-12-14,"riobamba","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.44,43,"Chimborazo"
"2529",5463,"Metodologias_Agiles_Lean",2019-12-16,2019-12-16,"Aprobado",90,"Mujer",2019-11-23,2019-12-16,1986-12-14,"tena","Ecuador","NO","Licenciatura",NA,NA,NA,33.44,1,"Napo"
"2530",13329,"Marketing_digital",NA,NA,"No iniciado",NA,"Hombre",2018-11-27,2018-12-04,1986-12-15,"quito","Ecuador","NO","Bachillerato",NA,NA,NA,33.43,NA,"Pichincha"
"2531",14699,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Hombre",2019-12-03,2019-12-03,1986-12-19,"quito","Ecuador","NO","Licenciatura","Más de 2 años","No tiene","No tiene",33.42,NA,"Pichincha"
"2532",4829,"Metodologias_Agiles_Lean",2019-12-10,2019-12-10,"Aprobado",95,"Mujer",2019-12-03,2019-12-10,1986-12-20,"otavalo","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.42,1,"Imbabura"
"2533",17003,"Emprendimiento",2019-08-26,2019-08-29,"Aprobado",79,"Mujer",2019-08-26,2019-08-30,1986-12-22,"duran","Ecuador","NO","Certificado Profesionalidad. Nivel 2","Más de 2 años","No tiene","Entre 3 y 6 meses",33.41,4,"Guayas"
"2534",17003,"Marketing_digital",2019-08-29,NA,"Iniciado",0,"Mujer",2019-08-26,2019-08-30,1986-12-22,"duran","Ecuador","NO","Certificado Profesionalidad. Nivel 2","Más de 2 años","No tiene","Entre 3 y 6 meses",33.41,NA,"Guayas"
"2535",1971,"Diseno_web_HTML5_CSS",NA,NA,"No iniciado",NA,"Hombre",2019-11-27,2019-12-04,1986-12-25,"daule","Ecuador","NO","FP Grado Superior","Entre 1 y 2 años",NA,"Entre 1 y 2 años",33.41,NA,"Guayas"
"2536",1971,"Growth_Hacking",NA,NA,"No iniciado",NA,"Hombre",2019-11-27,2019-12-04,1986-12-25,"daule","Ecuador","NO","FP Grado Superior","Entre 1 y 2 años",NA,"Entre 1 y 2 años",33.41,NA,"Guayas"
"2537",1971,"Introduccion_Machine_Learning",2019-12-03,2019-12-04,"Aprobado",73,"Hombre",2019-11-27,2019-12-04,1986-12-25,"daule","Ecuador","NO","FP Grado Superior","Entre 1 y 2 años",NA,"Entre 1 y 2 años",33.41,2,"Guayas"
"2538",2132,"Metodologias_Agiles_Lean",2019-12-05,2019-12-05,"Aprobado",98,"Mujer",2019-12-03,2019-12-05,1986-12-28,"otavalo","Ecuador","NO","Licenciatura",NA,NA,NA,33.4,1,"Imbabura"
"2539",18140,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Hombre",2019-09-29,2019-09-29,1987-01-05,"quito","Ecuador","NO","Licenciatura","Más de 2 años","Menos de 3 meses","No tiene",33.38,NA,"Pichincha"
"2540",2532,"Emprendimiento",2019-10-04,NA,"Iniciado",13,"Hombre",2019-10-04,2019-10-04,1987-01-06,"yantzaza","Ecuador","NO","FP Grado Superior","Más de 2 años","Más de 2 años",NA,33.37,NA,"Zamora Chinchipe"
"2541",2532,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Hombre",2019-10-04,2019-10-04,1987-01-06,"yantzaza","Ecuador","NO","FP Grado Superior","Más de 2 años","Más de 2 años",NA,33.37,NA,"Zamora Chinchipe"
"2542",152,"Emprendimiento",2019-12-26,NA,"Iniciado",18,"Mujer",2019-11-21,2019-12-26,1987-01-11,"quito","Ecuador","NO","Licenciatura","Más de 2 años","Más de 2 años",NA,33.36,NA,"Pichincha"
"2543",152,"Emprendimiento",2019-11-21,NA,"Iniciado",20,"Mujer",2019-11-21,2019-12-26,1987-01-11,"quito","Ecuador","NO","Licenciatura","Más de 2 años","Más de 2 años",NA,33.36,NA,"Pichincha"
"2544",152,"Metodologias_Agiles_Lean",2019-11-29,NA,"Iniciado",35,"Mujer",2019-11-21,2019-12-26,1987-01-11,"quito","Ecuador","NO","Licenciatura","Más de 2 años","Más de 2 años",NA,33.36,NA,"Pichincha"
"2545",17298,"Marketing_digital",2019-06-03,2019-07-10,"Aprobado",92,"Mujer",2019-05-25,2019-07-11,1987-01-23,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.33,38,"El Oro"
"2546",17298,"Emprendimiento",2019-05-29,2019-07-11,"Aprobado",92,"Mujer",2019-05-25,2019-07-11,1987-01-23,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.33,44,"El Oro"
"2547",17298,"Habilidades_socioemocionales",2019-05-28,2019-07-11,"Aprobado",95,"Mujer",2019-05-25,2019-07-11,1987-01-23,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.33,45,"El Oro"
"2548",17298,"TICs_basico",2019-05-27,2019-05-29,"Aprobado",98,"Mujer",2019-05-25,2019-07-11,1987-01-23,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.33,3,"El Oro"
"2549",475,"Diseno_web_HTML5_CSS",NA,NA,"No iniciado",NA,"Hombre",2019-05-25,2019-06-01,1987-01-26,"machala","Ecuador","NO","Máster/Posgrado","Más de 2 años",NA,NA,33.32,NA,"El Oro"
"2550",475,"Emprendimiento",2019-05-27,NA,"Iniciado",10,"Hombre",2019-05-25,2019-06-01,1987-01-26,"machala","Ecuador","NO","Máster/Posgrado","Más de 2 años",NA,NA,33.32,NA,"El Oro"
"2551",475,"Habilidades_socioemocionales",2019-05-29,NA,"Iniciado",0,"Hombre",2019-05-25,2019-06-01,1987-01-26,"machala","Ecuador","NO","Máster/Posgrado","Más de 2 años",NA,NA,33.32,NA,"El Oro"
"2552",475,"TICs_basico",2019-05-29,NA,"Iniciado",80,"Hombre",2019-05-25,2019-06-01,1987-01-26,"machala","Ecuador","NO","Máster/Posgrado","Más de 2 años",NA,NA,33.32,NA,"El Oro"
"2553",14985,"Metodologias_Agiles_Lean",2019-12-05,2019-12-20,"Aprobado",95,"Mujer",2019-11-22,2019-12-20,1987-01-28,"quito","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.31,16,"Pichincha"
"2554",11975,"Metodologias_Agiles_Lean",2019-10-18,NA,"Iniciado",7,"Mujer",2019-09-25,2019-10-18,1987-02-07,"riobamba","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.28,NA,"Chimborazo"
"2555",11975,"Habilidades_para_empleo",NA,NA,"No iniciado",NA,"Mujer",2019-09-25,2019-10-18,1987-02-07,"riobamba","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.28,NA,"Chimborazo"
"2556",15091,"Creacion_android_apps",NA,NA,"No iniciado",NA,"Hombre",2019-11-26,2019-11-26,1987-02-12,"quito","Ecuador","SI","Certificado Profesionalidad. Nivel 2","Más de 2 años","Más de 2 años","No tiene",33.27,NA,"Pichincha"
"2557",15091,"Diseno_web_HTML5_CSS",NA,NA,"No iniciado",NA,"Hombre",2019-11-26,2019-11-26,1987-02-12,"quito","Ecuador","SI","Certificado Profesionalidad. Nivel 2","Más de 2 años","Más de 2 años","No tiene",33.27,NA,"Pichincha"
"2558",15091,"Emprendimiento",2019-11-26,NA,"Iniciado",0,"Hombre",2019-11-26,2019-11-26,1987-02-12,"quito","Ecuador","SI","Certificado Profesionalidad. Nivel 2","Más de 2 años","Más de 2 años","No tiene",33.27,NA,"Pichincha"
"2559",15091,"Emprendimiento",NA,NA,"No iniciado",NA,"Hombre",2019-11-26,2019-11-26,1987-02-12,"quito","Ecuador","SI","Certificado Profesionalidad. Nivel 2","Más de 2 años","Más de 2 años","No tiene",33.27,NA,"Pichincha"
"2560",15091,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Hombre",2019-11-26,2019-11-26,1987-02-12,"quito","Ecuador","SI","Certificado Profesionalidad. Nivel 2","Más de 2 años","Más de 2 años","No tiene",33.27,NA,"Pichincha"
"2561",15091,"Growth_Hacking",NA,NA,"No iniciado",NA,"Hombre",2019-11-26,2019-11-26,1987-02-12,"quito","Ecuador","SI","Certificado Profesionalidad. Nivel 2","Más de 2 años","Más de 2 años","No tiene",33.27,NA,"Pichincha"
"2562",15091,"Introduccion_Machine_Learning",NA,NA,"No iniciado",NA,"Hombre",2019-11-26,2019-11-26,1987-02-12,"quito","Ecuador","SI","Certificado Profesionalidad. Nivel 2","Más de 2 años","Más de 2 años","No tiene",33.27,NA,"Pichincha"
"2563",12390,"Metodologias_Agiles_Lean",2019-11-27,2019-11-27,"Aprobado",87,"Mujer",2019-11-27,2019-11-29,1987-02-17,"ibarra","Ecuador","NO","Máster/Posgrado","Más de 2 años",NA,NA,33.26,1,"Imbabura"
"2564",1191,"Metodologias_Agiles_Lean",2019-11-27,2019-12-09,"Aprobado",95,"Mujer",2019-11-22,2019-12-09,1987-03-02,"quito","Ecuador","NO","Licenciatura",NA,NA,NA,33.22,13,"Pichincha"
"2565",13522,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Hombre",2019-11-22,2019-11-22,1987-03-06,"quito","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.21,NA,"Pichincha"
"2566",4657,"Emprendimiento",2019-11-19,NA,"Iniciado",0,"Hombre",2019-11-07,2020-04-03,1987-03-09,"quito","Ecuador","SI","FP Grado Superior","Más de 2 años","No tiene","Más de 2 años",33.2,NA,"Pichincha"
"2567",6023,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Hombre",2019-10-02,2019-10-21,1987-03-10,"riobamba","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.2,NA,"Chimborazo"
"2568",15569,"Metodologias_Agiles_Lean",2019-12-19,2019-12-21,"Aprobado",87,"Hombre",2019-11-29,2019-12-21,1987-03-16,"sangolqui","Ecuador","NO","Licenciatura",NA,NA,NA,33.18,3,"Pichincha"
"2569",14907,"Marketing_digital",2019-11-11,NA,"Iniciado",46,"Mujer",2019-11-11,2019-12-04,1987-03-21,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.17,NA,"El Oro"
"2570",14907,"Emprendimiento",NA,NA,"No iniciado",NA,"Mujer",2019-11-11,2019-12-04,1987-03-21,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.17,NA,"El Oro"
"2571",14907,"Emprendimiento",2019-11-12,NA,"Iniciado",30,"Mujer",2019-11-11,2019-12-04,1987-03-21,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.17,NA,"El Oro"
"2572",14907,"Habilidades_socioemocionales",2019-11-18,NA,"Iniciado",47,"Mujer",2019-11-11,2019-12-04,1987-03-21,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.17,NA,"El Oro"
"2573",14907,"TICs_basico",2019-11-11,NA,"Iniciado",80,"Mujer",2019-11-11,2019-12-04,1987-03-21,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.17,NA,"El Oro"
"2574",455,"Metodologias_Agiles_Lean",2019-11-28,2019-12-18,"Aprobado",92,"Mujer",2019-11-22,2019-12-18,1987-03-22,"quito","Ecuador","NO","Licenciatura",NA,NA,NA,33.17,21,"Pichincha"
"2575",12396,"Metodologias_Agiles_Lean",2019-12-05,2019-12-16,"Aprobado",90,"Mujer",2019-11-22,2019-12-16,1987-03-22,"quito","Ecuador","NO","Máster/Posgrado",NA,NA,NA,33.17,12,"Pichincha"
"2576",15683,"Diseno_web_HTML5_CSS",2020-01-13,2020-01-15,"Aprobado",100,"Hombre",2019-11-27,2020-02-08,1987-03-22,"quito","Ecuador","NO","Licenciatura","Más de 2 años","No tiene","No tiene",33.17,3,"Pichincha"
"2577",15683,"Emprendimiento",2019-11-27,NA,"Iniciado",0,"Hombre",2019-11-27,2020-02-08,1987-03-22,"quito","Ecuador","NO","Licenciatura","Más de 2 años","No tiene","No tiene",33.17,NA,"Pichincha"
"2578",15683,"Metodologias_Agiles_Lean",2020-04-15,NA,"Iniciado",NA,"Hombre",2019-11-27,2020-02-08,1987-03-22,"quito","Ecuador","NO","Licenciatura","Más de 2 años","No tiene","No tiene",33.17,NA,"Pichincha"
"2579",15683,"Growth_Hacking",2020-01-15,2020-02-07,"Aprobado",95,"Hombre",2019-11-27,2020-02-08,1987-03-22,"quito","Ecuador","NO","Licenciatura","Más de 2 años","No tiene","No tiene",33.17,24,"Pichincha"
"2580",13910,"Metodologias_Agiles_Lean",2019-11-21,NA,"Iniciado",0,"Mujer",2019-09-26,2019-11-21,1987-03-25,"quito","Ecuador","NO","Licenciatura","Más de 2 años",NA,NA,33.16,NA,"Pichincha"
"2581",16463,"Metodologias_Agiles_Lean",2019-12-22,2019-12-22,"Aprobado",98,"Hombre",2019-11-21,2019-12-22,1987-04-01,"quito","Ecuador","NO","Licenciatura",NA,NA,NA,33.14,1,"Pichincha"
"2582",11722,"Metodologias_Agiles_Lean",2019-11-22,2019-11-22,"Aprobado",90,"Hombre",2019-11-20,2019-12-23,1987-04-06,"ibarra","Ecuador","NO","Grado","Más de 2 años",NA,NA,33.13,1,"Imbabura"
"2583",5247,"Emprendimiento",2019-04-08,NA,"Iniciado",0,"Hombre",2019-04-08,2019-04-09,1987-04-07,"machala","Ecuador","NO","Máster/Posgrado","Más de 2 años","Más de 2 años","No tiene",33.12,NA,"El Oro"
"2584",5247,"Habilidades_socioemocionales",NA,NA,"No iniciado",NA,"Hombre",2019-04-08,2019-04-09,1987-04-07,"machala","Ecuador","NO","Máster/Posgrado","Más de 2 años","Más de 2 años","No tiene",33.12,NA,"El Oro"
"2585",5247,"TICs_basico",2019-04-09,NA,"Iniciado",20,"Hombre",2019-04-08,2019-04-09,1987-04-07,"machala","Ecuador","NO","Máster/Posgrado","Más de 2 años","Más de 2 años","No tiene",33.12,NA,"El Oro"
"2586",11957,"Metodologias_Agiles_Lean",2019-12-02,2019-12-02,"Aprobado",96,"Mujer",2019-11-22,2019-12-02,1987-04-07,"tena","Ecuador","NO","Licenciatura","Menos de 3 meses","No tiene","No tiene",33.12,1,"Napo"
"2587",1143,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Mujer",2019-11-22,2019-11-22,1987-04-26,"quito","Ecuador","NO","Máster/Posgrado","Más de 2 años","No tiene","No tiene",33.07,NA,"Pichincha"
"2588",9530,"Emprendimiento",NA,NA,"No iniciado",NA,"Hombre",2019-09-11,2019-09-11,1987-05-07,"quito","Ecuador","NO","FP Grado Medio","Entre 3 y 6 meses","Entre 3 y 6 meses",NA,33.04,NA,"Pichincha"
"2589",2566,"Marketing_digital",NA,NA,"No iniciado",NA,"Hombre",2018-11-30,2018-12-04,1987-05-08,"cuenca","Ecuador","NO","Bachillerato",NA,NA,NA,33.04,NA,"Azuay"
"2590",2566,"Marketing_digital",NA,NA,"No iniciado",NA,"Hombre",2018-11-30,2018-12-04,1987-05-08,"cuenca","Ecuador","NO","Bachillerato",NA,NA,NA,33.04,NA,"Azuay"
"2591",6051,"Diseno_web_HTML5_CSS",2020-01-26,2020-01-26,"Aprobado",100,"Hombre",2019-11-21,2020-01-26,1987-05-09,"baños","Ecuador","NO","Licenciatura","Entre 6 y 12 meses",NA,NA,33.04,1,"Tungurahua"
"2592",6051,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Hombre",2019-11-21,2020-01-26,1987-05-09,"baños","Ecuador","NO","Licenciatura","Entre 6 y 12 meses",NA,NA,33.04,NA,"Tungurahua"
"2593",6051,"Metodologias_Agiles_Lean",2019-12-02,2019-12-05,"Aprobado",98,"Hombre",2019-11-21,2020-01-26,1987-05-09,"baños","Ecuador","NO","Licenciatura","Entre 6 y 12 meses",NA,NA,33.04,4,"Tungurahua"
"2594",9218,"Marketing_digital",2019-05-31,NA,"Iniciado",4,"Hombre",2019-05-24,2019-06-14,1987-05-12,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.03,NA,"El Oro"
"2595",9218,"Emprendimiento",NA,NA,"No iniciado",NA,"Hombre",2019-05-24,2019-06-14,1987-05-12,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.03,NA,"El Oro"
"2596",9218,"Habilidades_socioemocionales",2019-05-27,NA,"Iniciado",0,"Hombre",2019-05-24,2019-06-14,1987-05-12,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.03,NA,"El Oro"
"2597",9218,"TICs_basico",2019-05-28,NA,"Iniciado",32,"Hombre",2019-05-24,2019-06-14,1987-05-12,"machala","Ecuador","NO","Licenciatura",NA,NA,NA,33.03,NA,"El Oro"
"2598",10759,"Metodologias_Agiles_Lean",2019-12-23,2019-12-24,"Aprobado",90,"Mujer",2019-11-22,2019-12-24,1987-05-16,"quito","Ecuador","NO","Licenciatura",NA,NA,NA,33.02,2,"Pichincha"
"2599",18087,"Marketing_digital",2019-05-31,2019-07-10,"Aprobado",100,"Mujer",2019-05-27,2019-10-31,1987-05-16,"machala","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.02,41,"El Oro"
"2600",18087,"Creacion_paginas_web",2019-09-23,2019-10-30,"Aprobado",97,"Mujer",2019-05-27,2019-10-31,1987-05-16,"machala","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.02,38,"El Oro"
"2601",18087,"Emprendimiento",2019-05-30,2019-07-10,"Aprobado",97,"Mujer",2019-05-27,2019-10-31,1987-05-16,"machala","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.02,42,"El Oro"
"2602",18087,"Emprendimiento",2019-09-17,2019-10-31,"Aprobado",100,"Mujer",2019-05-27,2019-10-31,1987-05-16,"machala","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.02,45,"El Oro"
"2603",18087,"Habilidades_socioemocionales",2019-05-27,2019-07-10,"Aprobado",100,"Mujer",2019-05-27,2019-10-31,1987-05-16,"machala","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.02,45,"El Oro"
"2604",18087,"Habilidades_socioemocionales",2019-10-02,2019-10-29,"Aprobado",95,"Mujer",2019-05-27,2019-10-31,1987-05-16,"machala","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.02,28,"El Oro"
"2605",18087,"TICs_basico",2019-05-29,2019-07-10,"Aprobado",100,"Mujer",2019-05-27,2019-10-31,1987-05-16,"machala","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.02,43,"El Oro"
"2606",18087,"TICs_basico",2019-09-16,2019-10-30,"Aprobado",100,"Mujer",2019-05-27,2019-10-31,1987-05-16,"machala","Ecuador","NO","FP Grado Superior",NA,NA,NA,33.02,45,"El Oro"
"2607",983,"Diseno_web_HTML5_CSS",2020-01-15,NA,"Iniciado",0,"Mujer",2019-12-27,2020-02-20,1987-05-17,"ibarra","Ecuador","SI","FP Grado Superior",NA,NA,NA,33.01,NA,"Imbabura"
"2608",983,"Growth_Hacking",NA,NA,"No iniciado",NA,"Mujer",2019-12-27,2020-02-20,1987-05-17,"ibarra","Ecuador","SI","FP Grado Superior",NA,NA,NA,33.01,NA,"Imbabura"
"2609",983,"Introduccion_Machine_Learning",NA,NA,"No iniciado",NA,"Mujer",2019-12-27,2020-02-20,1987-05-17,"ibarra","Ecuador","SI","FP Grado Superior",NA,NA,NA,33.01,NA,"Imbabura"
"2610",8887,"Diseno_web_HTML5_CSS",2019-11-12,2019-11-13,"Aprobado",96,"Hombre",2019-11-11,2019-11-20,1987-05-17,"cuenca","Ecuador","SI","FP Grado Superior","No tiene","Menos de 3 meses","Entre 3 y 6 meses",33.01,2,"Azuay"
"2611",8887,"Growth_Hacking",2019-11-19,2019-11-20,"Aprobado",71,"Hombre",2019-11-11,2019-11-20,1987-05-17,"cuenca","Ecuador","SI","FP Grado Superior","No tiene","Menos de 3 meses","Entre 3 y 6 meses",33.01,2,"Azuay"
"2612",8887,"Introduccion_Machine_Learning",2019-11-14,2019-11-19,"Aprobado",80,"Hombre",2019-11-11,2019-11-20,1987-05-17,"cuenca","Ecuador","SI","FP Grado Superior","No tiene","Menos de 3 meses","Entre 3 y 6 meses",33.01,6,"Azuay"
"2613",4609,"Metodologias_Agiles_Lean",2019-12-09,2019-12-21,"Aprobado",90,"Mujer",2019-11-22,2019-12-21,1987-05-19,"quito","Ecuador","NO","FP Grado Superior","Más de 2 años","Más de 2 años","No tiene",33.01,13,"Pichincha"
"2614",9223,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Hombre",2019-11-18,2019-11-18,1987-05-19,"ibarra","Ecuador","NO","Máster/Posgrado","Más de 2 años",NA,NA,33.01,NA,"Imbabura"
"2615",14281,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Mujer",2019-11-22,2019-11-22,1987-05-20,"quito","Ecuador","NO","Grado","Más de 2 años","No tiene",NA,33.01,NA,"Pichincha"
"2616",11702,"Growth_Hacking",2019-12-17,2019-12-17,"Aprobado",80,"Hombre",2019-12-17,2019-12-17,1987-05-23,"quito","Ecuador","NO","Bachillerato",NA,NA,NA,33,1,"Pichincha"
"2617",11702,"Introduccion_Machine_Learning",2019-12-17,2019-12-17,"Aprobado",60,"Hombre",2019-12-17,2019-12-17,1987-05-23,"quito","Ecuador","NO","Bachillerato",NA,NA,NA,33,1,"Pichincha"
"2618",3961,"Metodologias_Agiles_Lean",NA,NA,"No iniciado",NA,"Mujer",2019-11-20,2019-11-20,1987-05-30,"quito","Ecuador","NO","FP Grado Superior","Más de 2 años","No tiene","No tiene",32.98,NA,"Pichincha"
